[jiaren|0150 ¼ÙÈËÅäÖÃÊÒ] KILLFUNC(1) SAFE QUIZ

[G002 Õæ°®ÖÊÑ¯ÎÝ] FIGHT DAY
[M100A|M100 °®Çé³¤ÀÈ] NORECONNECT(G002) NORANDOMMOVE NORECALL NOPOSITIONMOVE DAY
[M100B|M100 °®Çé³¤ÀÈ] NORECONNECT(G002) NORANDOMMOVE NORECALL NOPOSITIONMOVE DAY
[M100C|M100 °®Çé³¤ÀÈ] NORECONNECT(G002) NORANDOMMOVE NORECALL NOPOSITIONMOVE DAY
[F002 °®µÄÐ¡ÎÝ] NORECONNECT(M100A) NORECALL NOPOSITIONMOVE NORANDOMMOVE DAY
[B013 ¶Ä³¡] SAFE NORANDOMMOVE
[B013A|B013 ¶Ä³¡] SAFE NORANDOMMOVE
[DB|DM011 µ£±£µØÍ¼] NORECONNECT(0)
[GA0 ×¯Ô°] SAFE DAY STALL
[GA2 ±ÈÎä³¡] DAY
[N109 ÊÀÍâÌÒÔ´] DAY
[0147	¼àÓü] NORECALL NORANDOMMOVE NOPOSITIONMOVE NOTALLOWUSEMAGIC(Ò°Âù³å×²|Ë²Ï¢ÒÆ¶¯) NOTALLOWUSEITEMS(»Ø³Ç¾í|µØÀÎÌÓÍÑ¾í|ÃËÖØ´«ËÍÊ¯|±ÈÆæ´«ËÍÊ¯) SAFE
[T2361	Ð¡ºÚÎÝ] NORECALL NORANDOMMOVE NOPOSITIONMOVE NOTALLOWUSEMAGIC(Ò°Âù³å×²|Ë²Ï¢ÒÆ¶¯) NOTALLOWUSEITEMS(»Ø³Ç¾í|µØÀÎÌÓÍÑ¾í|ÃËÖØ´«ËÍÊ¯|±ÈÆæ´«ËÍÊ¯) SAFE
[Q001 ÓÂ¶·ËÂµî] NORECONNECT(1) DAY
[T118 ÃüÔËÇôÁý] NORECONNECT(0114) DAY
[G003 Âê·¨×ãÇò³¡] SAFE DAY
[F003 ÐÐ»áÕ½µØÍ¼] Fight2 DAY
[F005 ÐÐ»áÕ½µØÍ¼] Fight2 NORANDOMMOVE DAY
[ZM6|D5071 ÐÐ»áÕù°ÔµØÍ¼] Fight5 NORECONNECT(3) NORANDOMMOVE DAY

M100A	29,81	->	M100B	287,282
D713       30,192               ->         D712       30,194

D713       350,244              ->         D714       382,190
D714       381,191              ->         D713       349,245

D714       16,200               ->         D715       29,344
D715       28,345               ->         D714       15,201

D715       83,81                ->         D71601     25,13
D71601     25,12                ->         D715       84,80

D716       25,26                ->         D717       26,74
D717       25,75                ->         D716       24,27

D71601 17 12 -> D71609 36 34 
D71602 17 12 -> D71621 36 34 
D71603 17 12 -> D71613 36 34 
D71604 17 12 -> D71617 36 34 
D71605 17 12 -> D71625 36 34 
D71606 17 12 -> D71602 36 34 
D71607 17 12 -> D71608 36 34 
D71608 17 12 -> D71611 36 34 
D71609 17 12 -> D71614 36 34 
D71610 17 12 -> D71619 36 34 
D71611 17 12 -> D71616 36 34 
D71612 17 12 -> D71601 36 34 
D71613 17 12 -> D71620 36 34 
D71614 17 12 -> D71623 36 34 
D71615 17 12 -> D71605 36 34 
D71616 17 12 -> D71618 36 34 
D71617 17 12 -> D71607 36 34 
D71618 17 12 -> D71604 36 34 
D71619 17 12 -> D71624 36 34 
D71620 17 12 -> D71610 36 34 
D71621 17 12 -> D71615 36 34 
D71622 17 12 -> D71612 36 34 
D71623 17 12 -> D71606 36 34 
D71624 17 12 -> D71622 36 34 
D71625 17 12 -> D71622 36 34 
D71601 37 35 -> D71621 18 13 
D71602 37 35 -> D71613 18 13 
D71603 37 35 -> D71617 18 13 
D71604 37 35 -> D71625 18 13 
D71605 37 35 -> D71602 18 13 
D71606 37 35 -> D71608 18 13 
D71607 37 35 -> D71611 18 13 
D71608 37 35 -> D71614 18 13 
D71609 37 35 -> D71619 18 13 
D71610 37 35 -> D71616 18 13 
D71611 37 35 -> D71601 18 13 
D71612 37 35 -> D71620 18 13 
D71613 37 35 -> D71623 18 13 
D71614 37 35 -> D71605 18 13 
D71615 37 35 -> D71618 18 13 
D71616 37 35 -> D71607 18 13 
D71617 37 35 -> D71604 18 13 
D71618 37 35 -> D71609 18 13 
D71619 37 35 -> D71610 18 13 
D71620 37 35 -> D71624 18 13 
D71622 37 35 -> D71606 18 13 
D71624 37 35 -> D71603 18 13 
D71625 37 35 -> D71613 18 13 
D71601 13 37 -> D71613 36 17 
D71602 13 37 -> D71617 36 17 
D71603 13 37 -> D71625 36 17 
D71604 13 37 -> D71602 36 17 
D71605 13 37 -> D71608 36 17 
D71606 13 37 -> D71611 36 17 
D71607 13 37 -> D71614 36 17 
D71608 13 37 -> D71619 36 17 
D71609 13 37 -> D71616 36 17 
D71610 13 37 -> D71601 36 17 
D71611 13 37 -> D71620 36 17 
D71612 13 37 -> D71623 36 17 
D71613 13 37 -> D71605 36 17 
D71614 13 37 -> D71618 36 17 
D71615 13 37 -> D71607 36 17 
D71616 13 37 -> D71604 36 17 
D71617 13 37 -> D71609 36 17 
D71618 13 37 -> D71624 36 17 
D71619 13 37 -> D71615 36 17 
D71620 13 37 -> D71621 36 17 
D71621 13 37 -> D71610 36 17 
D71622 13 37 -> D71612 36 17 
D71623 13 37 -> D71606 36 17 
D71624 13 37 -> D71622 36 17 
D71601 37 16 -> D71621 14 36 
D71602 37 16 -> D71613 14 36 
D71603 37 16 -> D71617 14 36 
D71604 37 16 -> D71625 14 36 
D71605 37 16 -> D71602 14 36 
D71607 37 16 -> D71611 14 36 
D71608 37 16 -> D71614 14 36 
D71609 37 16 -> D71619 14 36 
D71610 37 16 -> D71616 14 36 
D71611 37 16 -> D71601 14 36 
D71612 37 16 -> D71620 14 36 
D71613 37 16 -> D71623 14 36 
D71614 37 16 -> D71605 14 36 
D71615 37 16 -> D71618 14 36 
D71616 37 16 -> D71607 14 36 
D71618 37 16 -> D71609 14 36 
D71619 37 16 -> D71624 14 36 
D71620 37 16 -> D71610 14 36 
D71621 37 16 -> D71615 14 36 
D71622 37 16 -> D71606 14 36 
D71623 37 16 -> D71612 14 36 
D71624 37 16 -> D71603 14 36 
D71625 37 16 -> D71613 14 36 

D71625  13,37 ->  D716    36,17 
D716  	37,16	->	D71625	14,36

D71606	37,16	->	D71650	14,36
D71616	37,16	->	D71651	14,36
D71621	37,35	->	D71652	18,13
D71623	37,35	->	D71653	18,13

D71650	13,37	->	D71603	36,17
D71651	13,37	->	D71610	36,17
D71652	17,12	->	D71602	36,34
D71653	17,12	->	D71603	36,34

;òÚò¼

[D601	µØÀÎÒ»²ã¶«] DAY
[D602	µØÀÎÒ»²ãÎ÷] DAY
[D603	µØÀÎÒ»²ã±±] DAY
[D604	µØÀÎÒ»²ãÎ÷] DAY
[D605	µØÀÎÒ»²ã±±] DAY
[D612	ºÚ°µµØ´ø] DAY
[D613	ÉúËÀÖ®¼ä] DAY
[D614	´«Ææ²¿Âä] DAY
[D615	Ð°¶ñÊÆÁ¦] DAY
[D616	ÓÄÃ÷Ê¥Óò] DAY
[D617	¿Ö²À¿Õ¼ä] DAY
[D618	Ò»ÏßÌì] DAY
[D606	ËÀÍö¹×²Ä] NORECONNECT(D612) DAY
[D607	ÌúµÆÁýÎÝ] DAY
[D608	×ÏË®¾§ÎÝ] DAY
[D609	Ê¯Â·Ð¡Ïª] DAY
[D610	Ê¯¹×²ÄÎÝ] DAY
[D611	ÒõÉ­Ê¯Â·] DAY
[M001	Î´Öª°µµî] NORECALL NORECONNECT(E603) DAY

3          139,85               ->         D601       207,236
D601       208,238              ->         3          140,87

D602       177,33               ->         D611       33,40
D611       32,40                ->         D602       177,34

D604       155,36               ->         D611       33,70
D611       32,71                ->         D604       155,37

D609       14,34                ->         D605       43,125
D605       42,124               ->         D609       15,33

D605       42,19                ->         D608       31,31
D608       32,32                ->         D605       43,20

D603       41,194               ->         D608       19,23
D608       18,22                ->         D603       40,195

D608       17,33                ->         D604       149,133
D604       149,132              ->         D608       18,32

D601       52,14                ->         D607       17,27
D607       16,29                ->         D601       52,15

D601       149,55               ->         D610       29,28
D610       30,30                ->         D601       150,56

D602       110,86               ->         D607       31,9
D607       31,8                 ->         D602       110,87

D603       81,81                ->         D610       29,16
D610       30,15                ->         D603       81,82

D602       45,22                ->         D605       172,61
D605       173,60               ->         D602       46,23

D603       185,82               ->         D611       55,38
D611       55,37                ->         D603       186,81

D609       22,13                ->         D612       200,52
D612       199,51               ->         D609       22,14

D611       59,70                ->         D612       12,16
D612       11,15                ->         D611       58,69

D612       9,182                ->         D614       70,66
D614       69,65                ->         D612       10,183

D612       202,187              ->         D613       9,51
D613       8,50                 ->         D612       203,188

D612       283,232              ->         D616       25,17
D616       26,16                ->         D612       284,233

D614       13,19                ->         D615       63,83
D615       64,82                ->         D614       14,20

D616       86,17                ->         D617       44,43
D617       43,42                ->         D616       85,18

D613       12,13                ->         D618       150,66
D618       149,65               ->         D613       13,14

D615       88,75                ->         D618       14,84
D618       13,83                ->         D615       87,76

D617       90,11                ->         D618       52,22
D618       53,21                ->         D617       89,12

D618       160,170              ->         D606       10,26
D606       9,25                 ->         D618       159,171

[E001	ÎÖÂê×ÔÈ»¶´Ñ¨Ò»²ã]
[E002	ÎÖÂê×ÔÈ»¶´Ñ¨¶þ²ã]

[E401	Á¬½ÓÍ¨µÀ]
[E402	Á¬½ÓÍ¨µÀ]
[E403	Á¬½ÓÍ¨µÀ]
[E404	Á¬½ÓÍ¨µÀ]

[E601 Á¬½ÓÍ¨µÀ] DAY
[E602 Á¬½ÓÍ¨µÀ] DAY
[E603 Á¬½ÓÍ¨µÀ] DAY
[E604 Á¬½ÓÍ¨µÀ] DAY
[E605 Á¬½ÓÍ¨µÀ] DAY

D003       78,229               ->         E001       9,14
E001       8,13                 ->         D003       77,230

E001       85,15                ->         E002       85,10
E002       84,9                 ->         E001       84,16

E002       36,81                ->         D012       378,65
D012       377,64               ->         E002       35,82

D003       290,293              ->         E401       14,10
E401       15,9                 ->         D003       291,294

E401       61,84                ->         E402       13,73
E402       14,72                ->         E401       62,85

E402       69,14                ->         E403       44,78
E403       45,77                ->         E402       70,15

E403       90,68                ->         E404       46,11
E404       45,10                ->         E403       89,69

E404       69,56                ->         D404       151,20
D404       152,19               ->         E404       68,55

D422       331,383              ->         E601       135,19
E601       134,20               ->         D422       330,382

E601       13,50                ->         E602       73,66
E602       72,65                ->         E601       12,51

E602       10,9                 ->         E603       25,27
E603       26,26                ->         E602       11,10

E603       107,184              ->         E603       110,182
E603       110,182              ->         E603       107,184

E603       10,69                ->         E604       91,45
E604       90,44                ->         E603       9,70

E604       10,9                 ->         E605       12,11
E605       13,10                ->         E604       11,10

E605       13,63                ->         D601       10,198
D601       9,197                ->         E605       13,64

;°×ÈÕÃÅ

[11	°×ÈÕÃÅ] DAY
[12	´ÔÁÖÃÔ¹¬] DAY
[1001	°×ÈÕÃÅÎäÆ÷¿â]	FIGHT DAY
[1002	»¢ÎÀÌÃ]	FIGHT DAY
[1003	°×ÈÕÃÅ·þ×°µê]	FIGHT DAY
[1004	°×ÈÕÃÅÍ¼Êé¹Ý]	FIGHT DAY
[1005	°×ÈÕÃÅÊÎÆ·ÎÝ]	FIGHT DAY
[1006	°×ÈÕÃÅÒ©Æ·ÎÝ]	FIGHT DAY
[1007	°×ÈÕÃÅÔÓ»õµê]	FIGHT DAY
[0123A|0123	·¿ÎÝ]	FIGHT

11         347,241              ->         12         322,475
11         348,240              ->         12         323,474
11         349,239              ->         12         324,473
11         350,238              ->         12         325,472
11         351,237              ->         12         326,471
11         352,236              ->         12         327,470

12         323,476              ->         11         348,242
12         324,475              ->         11         349,241
12         325,474              ->         11         350,240
12         326,473              ->         11         351,239
12         327,472              ->         11         352,238
12         328,471              ->         11         353,237

11         145,324              ->         1005       11,15
11         176,362              ->         1007       6,17
11         178,295              ->         1006       7,15
11         207,318              ->         1003       8,11
11         208,272              ->         1004       11,15
11         225,300              ->         1001       6,17
11         228,268              ->         1002       10,17

1005       12,16                ->         11         146,325
1007       5,18                 ->         11         175,363
1006       8,16                 ->         11         179,296
1003       7,12                 ->         11         206,319
1004       12,16                ->         11         209,273
1001       5,18                 ->         11         224,301
1002       9,18                 ->         11         227,269

[D10011	³àÔÂÏ¿¹È±±] DAY
[D10012	³àÔÂÏ¿¹ÈÄÏ] DAY
[D10013	³àÔÂÏ¿¹È¶«] DAY
[D1002	³àÔÂÏ¿¹È¹ã³¡] DAY
[D10031	×ó»ØÀÈ] DAY
[D10032	ÓÒ»ØÀÈ] DAY
[D1004	¾ñÔñÖ®µØ] DAY
[D10051	É½¹ÈÃØµÀ] DAY
[D10052	É½¹ÈÃØµÀ] DAY
[D10061	¶ñÄ§¼ÀÌ³] NORECALL DAY
[D10062	³àÔÂÄ§Ñ¨] NORECALL DAY

D10011     270,385              ->         12         90,14
12         89,13                ->         D10011     269,384

12         15,294               ->         D10012     52,286
D10012     53,287               ->         12         16,295

12         320,119              ->         D10013     288,287
D10013     289,288              ->         12         321,120

D10011     123,24               ->         D1002      62,288
D1002      61,289               ->         D10011     122,25

D10012     290,76               ->         D1002      215,268
D1002      214,269              ->         D10012     289,77

D10013     148,12               ->         D1002      122,188
D1002      121,189              ->         D10013     147,13

D1002      13,26                ->         D10031     289,150
D10031     290,151              ->         D1002      14,27

D1002      289,138              ->         D10032     10,155
D10032     9,156                ->         D1002      288,139

D10032     201,148              ->         D1004      171,88
D1004      170,89               ->         D10032     200,149

D10031     149,103              ->         D1004      120,37
D1004      121,38               ->         D10031     150,104

D1004      217,133              ->         D10052     97,184
D10052     98,185               ->         D1004      216,132

D1004      146,110              ->         D10051     48,188
D10051     47,189               ->         D1004      145,111

D10051     178,53               ->         D10061     20,25
D10061     21,26                ->         D10051     179,54

D10052     140,23               ->         D10062     12,24
D10062     11,25                ->         D10052     139,24

[T1341	²»¹éÂ·] DAY
[T1342	²»¹éÂ·] DAY
[T1343	²»¹éÂ·] DAY

T1341 5,36 -> T1342 33,8
T1342 5,36 -> T1343 33,8	
T1343 5,36 -> 0123A 7,5
0123A 12,18 -> 11 205,386
11 204,385 -> 0123A 12,18

[4 ·âÄ§¹È] DAY
[B341 ·âÄ§»Ê¹¬]
[M101 ÒöÔµÉñµî]
[M100 Í¬ÐÄÐ¡¾¶] DAY
[B342 ÎäÆ÷µê] FIGHT
[B343 ÊéÒ©µê] FIGHT
[B344 Ê×ÊÎµê] FIGHT
[B345 ·þ×°µê] FIGHT
[B346 ¼àÓü] FIGHT
[B347 ²Ö¿â] FIGHT

[D10053 ÃØÃÜÍ¨µÀ] DAY
[D10054 ÃØÃÜÍ¨µÀ] DAY
[D2003 ·âÄ§µÀ] DAY
[D2000 ·âÄ§¿óÇø] DAY
[D2001 ÆéÂ·] DAY
[D2002 Á¬½ÓÍ¨µÀ] NORECONNECT(4) NORANDOMMOVE DAY
[D2004 ¼²·çµî] DAY
[D2005 ¹âÃ¢»ØÀÈ] DAY
[D2006 ÁÒÑæµî] NORANDOMMOVE DAY
[D2007 À×öªÖ®Â·] DAY
[D2008 °ÔÕß´óÌü] NORANDOMMOVE DAY
[D2009 ÓÄÚ¤»ØÀÈ] NORANDOMMOVE DAY
[D2010 ×ÝºáµÀ] DAY
[D2011 Ä§»êµî]	 NORANDOMMOVE DAY
[D2012 Á¶Óü»ØÀÈ] NORANDOMMOVE DAY
[D2013 ·âÄ§µî]   NORANDOMMOVE NORECONNECT(D2005) DAY

4     219,196  -> B341     26,30
4     218,197  -> B341     25,31
4     221,234  -> B342     18,13
4     217,238  -> B342     10,21
4     233,250  -> B343     18,13
4     226,252  -> B343     10,21
4     233,234  -> B344      6,11
4     238,238  -> B344     13,18
4     258,204  -> B345     13,19
4     251,199  -> B345      5,11
4     192,218  -> B346      5,18
4     236,181  -> B347     14,15

B341     26,30  -> 4     219,196
B341     25,31  -> 4     218,197
B342     18,13  -> 4     221,234
B342     10,21  -> 4     217,238
B343     18,13  -> 4     233,250
B343     10,21  -> 4     226,252
B344      6,11  -> 4     233,234
B344     13,18  -> 4     238,238
B345     13,19  -> 4     258,204
B345      5,11  -> 4     251,199
B346      5,18  -> 4     192,218
B347     14,15  -> 4     236,181

D2010     218,42  ->  D10053  89,19
D2010     67,53   ->  D10053  89,19
D2010     60,150  ->  D10053  89,19
D10053    41,91   ->  D2008   27,24

B341      11,29         ->         M100      288,284
M100      288,284       ->         B341      11,29
M100      29 81         ->         M101      12,42
M101      11,42         ->         M100      29,81
M101      12,43         ->         M100      29,81
M101      13,44         ->         M100      29,81

D2000    179,109 ->     4    56,66
D2000     24,182 ->     4    140,67
4        140,67  -> D2000   24,182
4         56,66  -> D2000   179,109

D2000     76,15  -> D2001    258,270
D2001   258,270  -> D2000   76,15

D2001     18,97  -> D2002    33,39
D2002     33,39  -> D2001    18,97

D2002     29,11  -> D2004    77,77
D2004     77,77  -> D2002    29,11

D2004     19,16  -> D2005    85,88
D2005     85,88  -> D2004    19,16

D2005     18,21  -> D2006    74,81
D2006     74,81  -> D2005    18,21

D2006     15,21  -> D2007    183,180
D2007     183,180  -> D2006     15,21

D2007     38,26  -> D2008    84,85
D2008     84,85  -> D2007    20,86

D2007     95,23  ->  D10054 10 44
D2007     20,86  ->  D10054  10,44
D2007     35,59  ->  D10054  10,44
D2010     218,42  ->  D10053  89,19
D2010     67,53   ->  D10053  89,19
D2010     60,150  ->  D10053  89,19
D10053    41,91     ->   D2008   27,24 
D10054    79,20     ->   D2003   288,284

D2008     26,23   ->  D2009    84,87
D2009     18,21   ->  D2010    285,280
D2009     19,20   ->  D2010    286,279
D2010     170,36  ->  D2011    85,90
D2011     19,20   ->  D2012    83,84
D2012     18,21   ->  D2013    81,82
D2012     19,20   ->  D2013    82,81

D2009  85,88   -> D2008     27,24
D2010  286,281 -> D2009     19,22
D2010  287,280 -> D2009     20,21
D2011  86,91   -> D2008     27,24
D2012  84,85   -> D2011     20,21
D2013  82,83   -> D2012     19,22
D2013  83,82   -> D2012     20,21
D2013  21,25   -> D2008     83,84

[5 ²ÔÔÂµº] DAY
[B351 ÎäÆ÷¿â]  FIGHT
[B352 ÊÎÆ·ÆÌ]  FIGHT
[B353 ²¼ÁÏÆÌ]  FIGHT
[B354 ´¢´æÊÒ]  FIGHT
[B355 ÌØ²úÆÌ]  FIGHT
[B356 Ò©·¿]  FIGHT

5          127,301              ->         B351       11,13
B351       11,13                ->         5          127,301
B351       11,14                ->         5          127,301
B351       12:13                ->         5          127,301
5          158,336              ->         B352       8,13
B352       8,13                 ->         5          158,336
B352       7,13                 ->         5          158,336
B352       8,14                 ->         5          158,336
5          146,324              ->         B353       8,21
B353       8,21                 ->         5          146,324
5          125,324              ->         B354       11,19
5          126,324              ->         B354       12,19
B354       11,19                ->         5          125,324
B354       12,19                ->         5          126,324
5          152,294              ->         B355       9,16
B355       9,16                 ->         5          152,294
B355       9,17                 ->         5          152,294
B355       10,16                ->         5          152,294
5          167,314              ->         B356       10,19
B356       10,19                ->         5          167,314

[D2051 Ê¬Ä§¶´Ò»²ã] DAY
[D2052 Ê¬Ä§¶´Èý²ã] DAY
[D2053 Ê¬Ä§¶´¶þ²ã] DAY

5          527,610              ->         D2051      107,182
5          527,611              ->         D2051      108,183
5          528,611              ->         D2051      109,183
D2051      107,182              ->         5          527,610
D2051      108,183              ->         5          527,611
D2051      109,183              ->         5          528,611
D2051      50,24                ->         D2053      193,279
D2051      49,24                ->         D2053      192,279
D2051      50,25                ->         D2053      193,280
D2053      193,279              ->         D2051      50,24
D2053      192,279              ->         D2051      49,24
D2053      193,280              ->         D2051      50,25
D2053      36,225               ->         D2052      92,75
D2053      36,226               ->         D2052      92,75
D2052      92,76                ->         D2053      36,226
D2052      92,75                ->         D2053      36,226
D2052      93,75                ->         D2053      36,225

[D2061 ¹ÇÄ§¶´Ò»²ã] DAY
[D2062 ¹ÇÄ§¶´¶þ²ã] DAY
[D2063 ¹ÇÄ§¶´Èý²ã] DAY
[D2064 ¹ÇÄ§¶´ËÄ²ã] NORANDOMMOVE DAY
[D2067 ¹ÇÄ§¶´Îå²ã] NORECALL NORANDOMMOVE NORECONNECT(D2061) DAY


D2061      18,176               ->         5          549,127
D2061      17,175               ->         5          549,127
5          549,126              ->         D2061      18,175
5          550,127              ->         D2061      18,175

D2061      153,187              ->         D2062      33,15
D2061      152,186              ->         D2062      33,15

D2062      33,15                ->         D2061      153,186
D2062      137,187              ->         D2063      89,164
D2062      136,188              ->         D2063      89,164
D2063      88,164               ->         D2062      136,187
D2063      87,164               ->         D2062      136,187
D2063      50,85                ->         D2064      13,30
D2063      49,86                ->         D2064      13,30
D2064      13,29                ->         D2063      49,85
D2064      12,30                ->         D2063      49,85
D2064      9,183                ->         D2067      155,161
D2064      10,184               ->         D2067      155,161
D2067      156,161              ->         D2064      10,183
D2067      155,160              ->         D2064      10,183

[D2070 Å£Ä§ËÂÃí³öÈë¿Ú] DAY
[D2071 Å£Ä§ËÂÃíÒ»²ã] DAY
[D2072 Å£Ä§ËÂÃí¶þ²ã] DAY
[D2073 Å£Ä§ËÂÃíÈý²ã] DAY
[D2075 Å£Ä§ËÂÃíËÄ²ã] DAY
[D2076 Å£Ä§ËÂÃíÎå²ã] DAY
[D2078 Å£Ä§ËÂÃíÁù²ã] NORECALL NORANDOMMOVE DAY
[D2079 Å£Ä§ËÂÃí´óÌü] NORECALL NORANDOMMOVE NORECONNECT(D2070) DAY

D2070      35,39                ->         5          656,459
D2070      34,40                ->         5          656,460
5          655,458              ->         D2070      34,38
5          655,459              ->         D2070      34,39
D2070      32,19                ->         D2071      220,225
D2070      33,19                ->         D2071      221,225
D2071      219,225              ->         D2070      31,19
D2071      220,226              ->         D2070      32,20
D2071      111,114              ->         D2072      151,120
D2071      112,113              ->         D2072      151,119
D2072      152,120              ->         D2071      112,114
D2072      151,121              ->         D2071      112,114
D2072      236,241              ->         D2073      155,157
D2072      236,240              ->         D2073      156,156
D2073      155,156              ->         D2072      236,240
D2073      155,155              ->         D2072      235,239
D2073      371,377              ->         D2075      38,109
D2073      371,376              ->         D2075      39,110
D2075      38,110               ->         D2073      371,377
D2075      38,111               ->         D2073      371,376
D2075      125,62               ->         D2076      94,130
D2075      126,62               ->         D2076      95,129
D2076      95,130               ->         D2075      125,62
D2076      95,131               ->         D2075      126,62 
D2076      22,29                ->         D2078      160,164
D2076      22,29                ->         D2078      161,163
D2078      161,165              ->         D2076      22,29
D2078      161,164              ->         D2076      22,29
D2078      255,256              ->         D2079      14,14
D2078      255,255              ->         D2079      14,14
D2079      12,13                ->         D2078      255,255
D2079      12,12                ->         D2078      255,255

;»Ã¾³

[H001 »Ã¾³Ò»²ã] DAY
[H002 »Ã¾³¶þ²ã] DAY
[H003 »Ã¾³Èý²ã] DAY
[H004 »Ã¾³ËÄ²ã] DAY
[H005 »Ã¾³Îå²ã] DAY
[H006 »Ã¾³Áù²ã] DAY
[H007 »Ã¾³Æß²ã] NEEDHOLE DAY
[T1061 »Ã¾³ÃÔ¹¬] DAY
[T2061 »Ã¾³ÃÔ¹¬] DAY
[T2062 »Ã¾³ÃÔ¹¬] DAY
[T2063 »Ã¾³ÃÔ¹¬] DAY
[T3061 »Ã¾³ÃÔ¹¬] DAY
[T3062 »Ã¾³ÃÔ¹¬] DAY
[T3063 »Ã¾³ÃÔ¹¬] DAY
[H008 »Ã¾³°Ë²ã] NORANDOMMOVE NORECONNECT(H007) DAY
[H009 »Ã¾³¾Å²ã] NORECONNECT(H007) DAY
[H010 ÍÀÁúµî] NORECONNECT(H007) DAY
[H106  ÍõÕß½ûµØ] NEEDHOLE DAY

h006    80,28   ->  H106 163,169
H001    10,9    ->  H002 205,198
H002    205,197 ->  H001 11,10 
H002    364,229 ->  H003 16,19
H003    16,18   ->  H002 363,230 
H004    9,25    ->  H003 87,81 
H004    193,124 ->  H005 195,278
H005    192,279 ->  H004 192,123 
H005    36,225  ->  H006 26,74
H006    25,75   ->  H005 38,227
H005    12,154  ->  H003 16,19
H005    11,155  ->  H003 16,19 
H006    83,25   ->  H007 161,172
H007    95,102  ->  H006 26,74 
H007    123,10  ->      T2061 8,12
T2061   8,10    ->      T2062 25,30
T2061   8,9     ->      T2062 25,30
T2061   7,10    ->      T2062 25,30 
T2061   27,16   ->      T2062 13,30
T2061   28,16   ->      T2062 13,30
T2061   26,15   ->      T2062 13,30
T2061   27,29   ->      T2061 8,12
T2061   26,30   ->      T2061 8,12
T2061   25,31   ->      T2061 8,12
T2061   12,30   ->      T2061 26,16
T2061   12,31   ->      T2061 26,16
T2061   13,31   ->      T2061 26,16 
T2062   8,10    ->      T2061 25,30
T2062   7,10    ->      T2061 25,30
T2062   8,9     ->      T2061 25,30
T2062   27,16   ->      T2063 13,30
T2062   28,16   ->      T2063 13,30
T2062   26,15   ->      T2063 13,30
T2062   27,29   ->      T2061 8,12
T2062   26,30   ->      T2061 8,12
T2062   25,31   ->      T2061 8,12
T2062   12,30   ->      T2061 26,16
T2062   12,31   ->      T2061 26,16
T2062   13,31   ->      T2061 26,16 
T2063   8,10    ->      T3061 25,30
T2063   8,9     ->      T3061 25,30
T2063   7,10    ->      T3061 25,30
T2063   27,16   ->      T2062 13,30
T2063   28,16   ->      T2062 13,30
T2063   26,15   ->      T2062 13,30
T2063   27,29   ->      T2061 8,12
T2063   26,30   ->      T2061 8,12
T2063   25,31   ->      T2061 8,12
T2063   12,30   ->      T2062 26,16
T2063   12,31   ->      T2062 26,16
T2063   13,31   ->      T2062 26,16 
T3061   7,10    ->      T2062 25,30
T3061   8,9     ->      T2062 25,30
T3061   8,10    ->      T2062 25,30
T3061   26,15   ->      T2061 13,30
T3061   27,16   ->      T2061 13,30
T3061   28,16   ->      T2061 13,30
T3061   25,31   ->      T2063 8,12
T3061   26,30   ->      T2063 8,12
T3061   27,29   ->      T2063 8,12
T3061   12,30   ->      T3062 26,16
T3061   12,31   ->      T3062 26,16
T3061   13,31   ->      T3062 26,16 
T3062   7,10    ->      T2061 25,30
T3062   8,9     ->      T2061 25,30
T3062   8,10    ->      T2061 25,30
T3062   26,15   ->      T1061 13,30
T3062   27,16   ->      T1061 13,30
T3062   28,16   ->      T1061 13,30
T3062   25,31   ->      T3063 8,12
T3062   26,30   ->      T3063 8,12
T3062   27,29   ->      T3063 8,12
T3062   12,30   ->      T3061 26,16
T3062   12,31   ->      T3061 26,16
T3062   13,31   ->      T3061 26,16 
T3063   7,10    ->      T3062 25,30
T3063   8,9     ->      T3062 25,30
T3063   8,10    ->      T3062 25,30
T3063   26,15   ->      T2062 13,30
T3063   27,16   ->      T2062 13,30
T3063   28,16   ->      T2062 13,30
T3063   25,31   ->      T3061 8,12
T3063   26,30   ->      T3061 8,12
T3063   27,29   ->      T3061 8,12
T3063   12,30   ->      H008 82,81
T3063   12,31   ->      H008 82,81
T3063   13,31   ->      H008 82,81 
T1061   7,10    ->      T2062 25,30
T1061   8,9     ->      T2062 25,30
T1061   8,10    ->      T2062 25,30
T1061   26,15   ->      T3061 13,30
T1061   27,16   ->      T3061 13,30
T1061   28,16   ->      T3061 13,30
T1061   25,31   ->      T2062 8,12
T1061   26,30   ->      T2062 8,12
T1061   27,29   ->      T2062 8,12
T1061   12,30   ->      T2063 26,16
T1061   12,31   ->      T2063 26,16
T1061   13,31   ->      T2063 26,16 
H008 83,82      ->      T3063 13,30
H008 82,83      ->      T3063 13,30
H008 81,84      ->      T3063 13,30
H008 80,85      ->      T3063 13,30 
H008    21,25   ->      H009 289,150
H009    290,151 ->      H008 22,25
H009    149,103 ->      H010 156,156
H010    155,155 ->      H009 151,105

